
Search terms report,,,,,,,,,,,
All time,,,,,,,,,,,
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Conversions,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %
urgent care san pablo,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.16,11.16,100.00%,100.00%
urgent care without insurance,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,5.43,5.43,100.00%,100.00%
carbon irgen care,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,2.54,2.54,100.00%,100.00%
goldengate urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0.5,USD,20.05,20.05,50.00%,100.00%
urgent care for gastroenterology,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,13.16,13.16,100.00%,100.00%
urgent care market and gough,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,16.2,16.2,100.00%,100.00%
urgentbcare sinoma,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,10.33,10.33,100.00%,100.00%
night owl urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.03,11.03,100.00%,100.00%
oxgord health urgwnt care san francisco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.21,12.21, --, --
urgent care cigna cost,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,20.37,20.37,100.00%,100.00%
nearby urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,10.89,21.77,37.50%,100.00%
urgent care clinic 22nd potrero san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,8.23,8.23,100.00%,100.00%
dory urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,19.41,19.41,100.00%,100.00%
verity medical foundation urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,2.64,5.28,100.00%,100.00%
urgent care on market street at noe in san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,3,0,USD,9.41,28.22,100.00%,100.00%
carbon health urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,9,0.75,USD,6.11,54.98,94.83%,100.00%
urgent care near holiday inn golden gateway san francisco,Broad match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,14.25,14.25,100.00%,100.00%
vaccinations urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,17.78,17.78,100.00%,100.00%
urgent care clay st san francisco,Broad match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,9.53,9.53,100.00%,100.00%
direct urgent c,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.69,11.69,100.00%,100.00%
do they pop pimples at urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,4.15,4.15,100.00%,100.00%
urgent care clinic on montgomery,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,1,USD,10.68,10.68,100.00%,100.00%
urgent care san francisco,Exact match,Added,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,41,1.5,USD,11.25,461.32,74.77%,98.61%
urgent care with insurance,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,7.86,7.86,100.00%,100.00%
urgent care near four seasons hotel sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,13.04,13.04,0.00%,100.00%
dignity urgent care san bruno,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,15.57,15.57,100.00%,100.00%
415 200 2017 on urgent care team https crbn app link e gqtcvzwlfu,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,10.24,10.24,100.00%,100.00%
chico urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.98,5.98,100.00%,100.00%
urgent care financial district san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,11.4,22.8,100.00%,100.00%
urgent care swollen eyelid,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,5.57,5.57,100.00%,100.00%
nearest urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,7.77,15.54,61.54%,92.31%
urgent vare,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,13.13,13.13,100.00%,100.00%
urgent care 94306,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,0.31,0.62, --, --
plane anxiety urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,26.14,26.14,100.00%,100.00%
ron hernandez orthodontist doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,15.51,15.51,100.00%,100.00%
sf urgent care,Exact match,Excluded,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,7.68,15.35,85.71%,100.00%
pamd urgent care mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.92,27.92,100.00%,100.00%
urgent care east palo,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,16.37,32.73,100.00%,100.00%
direct urgent care inc 401 grand ave,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,7.84,7.84,100.00%,100.00%
occupationalurgent care health systems inc linkedin,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,18.69,18.69,100.00%,100.00%
urologist urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.87,27.87,100.00%,100.00%
sutter mountain view urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,27.79,55.57,100.00%,100.00%
gohealth urgent care san franicsco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.07,9.07,0.00%,100.00%
reliant urgent care headquarters,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.68,15.68,100.00%,100.00%
urgent care sf,Exact match (close variant),None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,14.09,14.09,100.00%,100.00%
urgent care dermatalogy,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,26.91,26.91,100.00%,100.00%
urgent care detmology,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.39,27.39,100.00%,100.00%
polyvac nasal doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.74,7.74,100.00%,100.00%
family doctors near me that accept medicare,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.7,12.7,100.00%,100.00%
los gatos ortho urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.91,21.91,0.00%,0.00%
insant urgent care opening hours,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,19.28,19.28,0.00%,100.00%
urgent care 94102 ultrasound,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,8.39,8.39, --, --
nearest medical facility to 1201 harrison street san francisco ca,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,4.74,4.74, --, --
24hr urgent care san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,25.7,25.7,100.00%,100.00%
doctors office verbs,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,13.6,13.6,100.00%,100.00%
open urgent care clinics san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,6.45,6.45,100.00%,100.00%
urgent care sf,Exact match,Added,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,89,12.83,USD,12.95,1152.35,85.38%,99.86%
urgent care uti,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,23.37,23.37,0.00%,100.00%
ears doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.88,12.88,100.00%,100.00%
mskcc urgent care new jersey,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,28.44,28.44,100.00%,100.00%
best obgyn doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.09,7.09,0.00%,100.00%
suuter urgent care san francisco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,27.46,27.46,100.00%,100.00%
projects for urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.66,27.66,100.00%,100.00%
urgent care near 600 stockton street at california street san francisco california 94108,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,3.13,3.13,100.00%,100.00%
urgent care clinic san francisco,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,1,0,USD,4.65,4.65, --, --
urgent care near 94925,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,3.92,3.92,100.00%,100.00%
urgent care visit cost without insurance,Broad match,None,Non-Brand - Urgent Care - SF - PMM,NoInsurance,1,0,USD,6,6,0.00%,100.00%
urgent care cole street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,18.18,18.18,100.00%,100.00%
university of california of san francisco urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,7.16,7.16,100.00%,100.00%
digital urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,7.78,7.78, --, --
golden gate urgent care fax number,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.73,15.73,100.00%,100.00%
medical equipment doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.02,4.02,100.00%,100.00%
urgent care marina san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,6.37,6.37, --, --
weight loss doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,13.84,13.84,100.00%,100.00%
carbon urgent care san francisco,Phrase match,None,Branded - CarbonHealth - SF,Urgent Care,4,1,USD,7.37,29.48,100.00%,100.00%
direct urgetn care,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11.37,11.37,100.00%,100.00%
doctor for elderly near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,10.15,10.15,100.00%,100.00%
urgent care near sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,34.87,34.87,100.00%,100.00%
local urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,14.29,14.29,100.00%,100.00%
blue cross blue shield orthopedic doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,11.35,11.35,100.00%,100.00%
urgent care lower back,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,27.37,27.37,100.00%,100.00%
care now urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.98,27.98,66.67%,100.00%
direct urgent care berkeley,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.99,9.99,85.71%,100.00%
urgent care bellevue,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,35.78,71.56,100.00%,100.00%
primary care doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.5,4.5,0.00%,100.00%
primary care doctors near me,Exact match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,3,0,USD,4.78,14.35,33.33%,83.33%
concentra urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,15.99,31.97,90.00%,100.00%
urgent care of mountainview affiliated with,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,19.45,19.45,100.00%,100.00%
dignity urgen care daily city,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,23.47,23.47,100.00%,100.00%
heather fernandez urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,34.46,34.46,100.00%,100.00%
urgent car sf urology,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,24.1,24.1,100.00%,100.00%
urgent care in moutain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,13,13,100.00%,100.00%
black doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,2.07,2.07, --, --
urgent care on market street,Exact match,Added,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,1,1,USD,22.64,22.64,100.00%,100.00%
franciscan cityway urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.3,27.3,100.00%,100.00%
same day doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.51,7.51,100.00%,100.00%
urgent care greenbrae,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.05,14.05, --, --
child urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,29.94,29.94,100.00%,100.00%
health net urgent care providers,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,30.89,30.89,100.00%,100.00%
xray head urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,21.83,21.83,100.00%,100.00%
urgent care appointment,Phrase match,Added,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,4,0,USD,21.23,84.9,100.00%,100.00%
doctor jennifer ross office,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,5.11,5.11,100.00%,100.00%
el camiln fuera vista urgen care,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.71,27.71,100.00%,100.00%
ppo insurance doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,17.76,17.76,100.00%,100.00%
nerves doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,15.37,15.37,100.00%,100.00%
sf urgent care,Exact match,Excluded,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,3,0,USD,0.58,1.75,88.89%,100.00%
highmark blue shield insurance urgent care,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Blue Shield of California,1,0,USD,14.65,14.65,100.00%,100.00%
bluecross anthem urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.89,27.89,100.00%,100.00%
can i have a cast put on in urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.22,USD,27.2,27.2,100.00%,100.00%
sutter urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,3,1,USD,29.12,87.37,97.50%,100.00%
blueshiel urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,28.59,28.59,100.00%,100.00%
urgent care financial district san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,27.72,27.72,100.00%,100.00%
urgent care seton,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.08,20.08,100.00%,100.00%
sante community phys inc sante health system urgent care in 93702,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.39,10.39,100.00%,100.00%
penis enlagrement doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,2.98,2.98,100.00%,100.00%
us healthworks urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,21.69,21.69,100.00%,100.00%
urgent care centers area code 94612,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,8.2,8.2,100.00%,100.00%
ankle foot doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,13.94,13.94,100.00%,100.00%
mountain view urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,5,0,USD,18.93,94.66,100.00%,100.00%
golden gate urgent care lombard,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12,12,14.29%,100.00%
smart urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,33.92,33.92,100.00%,100.00%
podiatrist urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,19.51,19.51, --, --
direct urgent care headquarters,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,3,0,USD,1.86,5.58,100.00%,100.00%
physicianone urgent care 221 rout 12,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.85,20.85,100.00%,100.00%
beacon urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,18.38,18.38,100.00%,100.00%
athlete's foot doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,10.21,10.21,100.00%,100.00%
doctors for sire throat bear me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,11.71,11.71,100.00%,100.00%
urgent care near me abscess skin,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.81,27.81,100.00%,100.00%
urgent care how does it work,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,5.66,5.66,0.00%,100.00%
cortisone urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,19.63,19.63,100.00%,100.00%
carbon urgent care near embarcadero san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12.73,12.73,100.00%,100.00%
palo alto foundation urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,2.98,2.98,100.00%,100.00%
urgent care travel,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,25.05,25.05,100.00%,100.00%
direct urgent care 55 pacific avenue san francisco ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,28.03,28.03,100.00%,100.00%
